scenario_group_id,business_profile_id,request_id,lot_id,candidate_id,source_type,product_category,product_subcategory,action_type,business_type,storage_requirement_mode,urgency_level,surplus_source,destination_type,seasonality_status,package_format,planning_quantity,remaining_shelf_life_days,remaining_safe_window_hours,remaining_commercial_window_days,unit_cost,normal_selling_price,offered_or_selling_price_per_unit,direct_action_cost,logistics_cost,handling_cost,estimated_completion_hours,active_demand_quantity,available_capacity,minimum_order_quantity,capability_resource_ratio,demand_coverage_ratio,demand_freshness_hours,distance_km,package_volume_ml,package_weight_g,simulated_rescue_outcome
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-05,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,LOCAL_DISCOUNT,MEDIUM_FNB,CHILLED_PREFERRED,HIGH,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,SACHET,148,98,708.13,41.67,54854.42,88205.91,63375.95,39801.43,0.0,13005.75,346.41,355,423,1,2.8581,2.3986,68.54,0.0,515.66,8897.67,1
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-06,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,WHOLESALE,MEDIUM_FNB,CHILLED_PREFERRED,HIGH,USER_DECLARED,WHOLESALE_BUYER,IN_SEASON,SACHET,148,5,115.54,1.71,32810.56,51768.5,23145.7,36674.75,35765.27,21959.14,8.18,415,392,146,2.6486,2.8041,63.68,8.88,2609.25,7419.75,1
SG-00013,BP-013,SYN-REQ-00013,SYN-LOT-00013,SYN-CAND-00013-01,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,WHOLESALE,MEDIUM_FNB,AMBIENT_ALLOWED,HIGH,USER_DECLARED,WHOLESALE_BUYER,NOT_APPLICABLE,BOX,112,316,536.42,3.75,64251.6,75167.95,36298.6,15956.62,30202.61,15218.53,83.73,333,161,91,1.4375,2.9732,97.61,35.56,2075.24,6021.73,1
SG-00013,BP-013,SYN-REQ-00013,SYN-LOT-00013,SYN-CAND-00013-02,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,DONATION,MEDIUM_FNB,AMBIENT_ALLOWED,HIGH,USER_DECLARED,DONATION_PARTNER,NOT_APPLICABLE,BOX,112,263,144.87,45.89,74959.75,106990.05,0.0,16973.89,51657.59,23872.46,54.54,272,92,1,0.8214,2.4286,40.92,6.93,539.68,7537.51,1
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-01,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,WHOLESALE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,CALCULATED,WHOLESALE_BUYER,POST_SEASON,BOTTLE,121,351,184.74,36.08,52896.5,76535.95,32290.52,47649.96,73695.13,1795.55,134.34,151,326,94,2.6942,1.2479,23.15,39.39,1557.11,5533.45,1
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-02,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,PROMOTIONAL_BONUS,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,BOTTLE,121,330,392.33,20.67,9564.28,16183.72,12152.36,42596.66,0.0,14605.7,94.77,198,108,1,0.8926,1.6364,123.5,0.0,1515.36,3718.81,1
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-03,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,INTERNAL_REPURPOSE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,CALCULATED,INTERNAL_OPERATION,POST_SEASON,BOTTLE,121,16,361.78,2.81,33578.69,54800.42,46689.96,13226.99,0.0,21161.96,57.46,122,280,1,2.314,1.0083,30.15,0.0,2097.16,4504.09,1
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-04,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,BUNDLE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,BOTTLE,121,37,630.2,13.22,21130.2,33749.16,30488.99,12239.83,0.0,4031.35,160.24,278,135,1,1.1157,2.2975,157.92,0.0,4445.54,7775.81,1
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-05,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,LOCAL_DISCOUNT,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,POST_SEASON,BOTTLE,121,144,315.15,16.68,42377.6,61167.83,42468.82,24101.54,0.0,23830.14,38.06,223,115,1,0.9504,1.843,27.48,0.0,2794.36,2085.1,0
SG-00015,BP-015,SYN-REQ-00015,SYN-LOT-00015,SYN-CAND-00015-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,PROMOTIONAL_BONUS,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,LOCAL_CUSTOMER,IN_SEASON,BAR,230,242,711.84,98.38,38271.1,52825.6,36750.77,7643.86,0.0,23016.65,501.64,222,328,1,1.4261,0.9652,57.35,0.0,298.03,3430.61,1
SG-00015,BP-015,SYN-REQ-00015,SYN-LOT-00015,SYN-CAND-00015-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,DONATION_PARTNER,IN_SEASON,BAR,230,172,541.6,95.44,63967.65,98247.91,0.0,115.44,48287.01,24834.21,109.45,236,647,1,2.813,1.0261,47.19,17.8,357.21,4588.04,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-01,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,BRANCH_TRANSFER,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,BRANCH,NOT_APPLICABLE,SACHET,40,126,32.82,54.51,15824.37,24918.64,22424.28,15124.01,49839.68,23688.39,27.88,95,95,12,2.375,2.375,61.54,21.49,3705.63,4037.37,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-02,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,INTERNAL_REPURPOSE,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,40,363,653.47,50.9,45821.88,73489.13,50031.4,20407.83,0.0,11001.25,401.88,60,54,1,1.35,1.5,21.14,0.0,504.03,6678.22,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-03,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,40,112,237.81,22.96,53130.38,83095.91,0.0,12334.02,0.0,16696.23,175.91,21,114,1,2.85,0.525,21.73,0.0,1412.01,1395.16,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-04,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,EXTERNAL_PARTNER,NOT_APPLICABLE,SACHET,40,315,149.01,65.51,24114.62,37915.42,35704.95,16024.56,47285.38,24403.21,99.44,97,116,24,2.9,2.425,67.15,10.58,3442.87,242.04,0
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-05,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,PROMOTIONAL_BONUS,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,40,223,321.86,112.38,33204.79,56866.52,42456.54,27227.42,0.0,12245.61,261.19,53,52,1,1.3,1.325,106.21,0.0,1703.85,2449.61,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-06,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,BUNDLE,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,40,342,537.41,92.0,73188.4,127838.18,114824.25,22822.61,0.0,6005.66,389.45,118,30,1,0.75,2.95,108.33,0.0,1482.13,2585.51,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-07,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,RETURN_TO_SUPPLIER,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,SUPPLIER,NOT_APPLICABLE,SACHET,40,176,588.3,103.41,47704.99,66166.82,32573.93,6916.45,63098.87,19358.4,94.14,56,20,1,0.5,1.4,19.44,32.0,1980.81,9986.11,1
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-08,SYNTHETIC_GENERATED,CONDIMENT,SEASONING,WHOLESALE,SMALL_RETAIL,AMBIENT_ALLOWED,MEDIUM,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,SACHET,40,123,447.68,112.02,17022.08,20559.27,12845.43,44242.45,21026.78,16586.33,417.15,83,27,26,0.675,2.075,18.79,31.73,4171.02,1771.8,0
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-01,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,WHOLESALE,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,WHOLESALE_BUYER,PRE_SEASON,BOTTLE,172,77,485.34,27.85,26829.46,38172.96,23900.09,16077.28,31833.28,18720.52,363.18,108,379,90,2.2035,0.6279,134.63,32.94,2481.72,8931.38,1
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-02,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,LOCAL_DISCOUNT,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,LOCAL_CUSTOMER,PRE_SEASON,BOTTLE,172,119,386.23,8.97,13224.88,22684.64,9357.41,21815.83,0.0,19365.6,11.27,152,183,1,1.064,0.8837,5.85,0.0,3278.68,8233.04,1
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-03,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,EXTERNAL_PARTNER,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,EXTERNAL_PARTNER,PRE_SEASON,BOTTLE,172,1,20.46,1.0,15104.07,18167.18,16523.05,37616.45,20051.44,12604.47,16.01,104,125,45,0.7267,0.6047,126.04,29.64,2350.16,3685.36,1
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-04,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,RETURN_TO_SUPPLIER,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,SUPPLIER,PRE_SEASON,BOTTLE,172,144,89.14,11.23,19096.76,23792.65,19950.14,6860.56,74288.75,16338.5,15.34,155,161,7,0.936,0.9012,75.39,16.24,1994.94,8752.09,1
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-05,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,BRANCH_TRANSFER,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,BRANCH,PRE_SEASON,BOTTLE,172,301,162.09,79.07,78096.46,133623.04,63470.94,35526.64,62312.47,664.44,44.87,194,402,2,2.3372,1.1279,8.31,22.26,3027.71,4867.06,1
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-06,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,DONATION,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,DONATION_PARTNER,PRE_SEASON,BOTTLE,172,207,546.66,99.37,22294.4,31058.33,0.0,15737.48,39621.97,14102.38,291.68,153,252,1,1.4651,0.8895,113.68,11.19,377.09,20.66,1
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-07,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,POWDERED_DRINK,PROMOTIONAL_BONUS,SMALL_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,LOCAL_CUSTOMER,PRE_SEASON,BOTTLE,172,285,641.43,56.92,18557.62,32034.16,24669.51,2974.33,0.0,5379.46,290.37,160,448,1,2.6047,0.9302,98.41,0.0,1017.66,6798.47,1
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,WHOLESALE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,WHOLESALE_BUYER,IN_SEASON,BAR,107,340,151.06,106.72,6311.09,8521.23,4448.93,30978.46,9534.16,3049.22,133.45,217,241,11,2.2523,2.028,143.2,4.74,3783.64,8199.89,1
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,EXTERNAL_PARTNER,IN_SEASON,BAR,107,77,235.94,73.1,43032.72,77359.92,29296.2,24931.98,73418.93,12341.8,129.51,160,299,87,2.7944,1.4953,163.11,7.23,1934.63,3981.27,1
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-03,SYNTHETIC_GENERATED,CHOCOLATE,BAR,RETURN_TO_SUPPLIER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,SUPPLIER,IN_SEASON,BAR,107,80,77.95,69.43,47610.71,56637.7,31643.48,31657.46,32932.41,23169.23,43.85,104,208,38,1.9439,0.972,156.71,16.64,1987.89,3299.33,0
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-04,SYNTHETIC_GENERATED,CHOCOLATE,BAR,LOCAL_DISCOUNT,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,IN_SEASON,BAR,107,107,400.95,35.0,37181.63,55683.21,36205.22,4731.99,0.0,4151.57,132.02,230,71,1,0.6636,2.1495,121.48,0.0,1976.03,2153.24,1
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-05,SYNTHETIC_GENERATED,CHOCOLATE,BAR,BUNDLE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,IN_SEASON,BAR,107,139,595.98,111.37,45888.45,74747.7,38666.99,2628.8,0.0,23638.0,338.43,81,232,1,2.1682,0.757,65.94,0.0,4623.31,5793.99,0
SG-00019,BP-019,SYN-REQ-00019,SYN-LOT-00019,SYN-CAND-00019-01,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,WHOLESALE,SMALL_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,PACK,22,312,567.24,40.36,40720.56,58067.52,20532.68,38745.4,12883.54,12414.76,473.61,66,31,19,1.4091,3.0,90.13,11.18,4828.81,9636.16,0
SG-00019,BP-019,SYN-REQ-00019,SYN-LOT-00019,SYN-CAND-00019-02,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,INTERNAL_REPURPOSE,SMALL_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,22,207,632.75,45.56,68740.09,84639.67,62320.19,24088.18,0.0,14109.82,61.23,32,56,1,2.5455,1.4545,165.0,0.0,3055.7,4255.54,1
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,PROMOTIONAL_BONUS,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,BOX,57,252,447.0,5.77,14744.55,23116.51,13752.01,10716.32,0.0,3490.59,61.01,166,103,1,1.807,2.9123,31.66,0.0,1753.5,977.13,0
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,DONATION,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,DONATION_PARTNER,IN_SEASON,BOX,57,82,701.68,7.54,75890.94,104995.12,0.0,21553.82,32747.93,897.47,112.2,144,170,1,2.9825,2.5263,89.81,25.55,4968.04,9587.49,1
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-03,SYNTHETIC_GENERATED,CHOCOLATE,BAR,BUNDLE,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,BOX,57,319,650.54,6.37,5151.14,8211.43,4484.26,5875.22,0.0,1495.61,135.95,137,148,1,2.5965,2.4035,140.23,0.0,821.0,5353.63,1
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-04,SYNTHETIC_GENERATED,CHOCOLATE,BAR,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,SUPPLIER,IN_SEASON,BOX,57,290,49.19,116.28,73428.1,109936.55,66863.41,4714.3,72363.62,21682.58,14.86,92,141,11,2.4737,1.614,118.92,11.8,4158.59,9759.22,1
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-05,SYNTHETIC_GENERATED,CHOCOLATE,BAR,INTERNAL_USE,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,BOX,57,229,573.78,65.94,67688.06,119158.06,0.0,48590.19,0.0,17620.96,296.48,46,167,1,2.9298,0.807,81.13,0.0,2309.2,3869.55,1
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-06,SYNTHETIC_GENERATED,CHOCOLATE,BAR,WHOLESALE,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,WHOLESALE_BUYER,IN_SEASON,BOX,57,329,59.44,93.8,30204.72,41504.31,16946.21,10290.99,12656.73,24393.4,25.47,55,162,46,2.8421,0.9649,36.74,1.89,2602.99,9362.41,1
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-07,SYNTHETIC_GENERATED,CHOCOLATE,BAR,LOCAL_DISCOUNT,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,BOX,57,224,113.98,8.54,78221.03,98988.71,37803.79,45622.44,0.0,13430.47,21.53,49,109,1,1.9123,0.8596,105.17,0.0,1049.24,8007.83,1
SG-00021,BP-021,SYN-REQ-00021,SYN-LOT-00021,SYN-CAND-00021-01,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,INTERNAL_USE,MEDIUM_FNB,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,INTERNAL_OPERATION,PRE_SEASON,PACK,88,311,555.87,65.32,36151.64,63699.19,0.0,32659.59,0.0,16821.33,96.95,127,180,1,2.0455,1.4432,73.04,0.0,1181.8,7221.85,1
SG-00021,BP-021,SYN-REQ-00021,SYN-LOT-00021,SYN-CAND-00021-02,SYNTHETIC_GENERATED,BABY_CARE,BABY_HYGIENE,LOCAL_DISCOUNT,MEDIUM_FNB,AMBIENT_ALLOWED,HIGH,RULE_TRIGGERED,LOCAL_CUSTOMER,PRE_SEASON,PACK,88,118,80.84,59.22,15172.1,26637.66,12575.64,21833.37,0.0,24870.37,40.14,50,156,1,1.7727,0.5682,81.7,0.0,2415.84,4223.44,1
SG-00022,BP-022,SYN-REQ-00022,SYN-LOT-00022,SYN-CAND-00022-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,DONATION,SMALL_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,USER_DECLARED,DONATION_PARTNER,IN_SEASON,PACK,154,172,47.2,98.84,71946.92,103092.74,0.0,42811.45,48207.32,15776.64,29.24,365,378,1,2.4545,2.3701,58.41,17.41,3329.52,6721.82,0
SG-00022,BP-022,SYN-REQ-00022,SYN-LOT-00022,SYN-CAND-00022-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,RETURN_TO_SUPPLIER,SMALL_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,USER_DECLARED,SUPPLIER,IN_SEASON,PACK,154,230,366.13,88.65,76925.78,104588.29,65503.65,9929.18,10705.48,15670.62,160.17,390,282,34,1.8312,2.5325,125.54,29.94,4478.71,2733.14,1
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-01,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,INTERNAL_USE,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,KG,100,259,346.54,18.54,15664.08,21152.77,0.0,6363.81,0.0,13755.99,90.38,112,127,1,1.27,1.12,118.44,0.0,396.16,4816.42,1
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-02,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,PROMOTIONAL_BONUS,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,KG,100,76,591.52,19.06,63012.47,102307.05,90009.74,23374.23,0.0,9801.5,157.12,162,95,1,0.95,1.62,40.48,0.0,3771.31,3145.33,1
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-03,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,EXTERNAL_PARTNER,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,EXTERNAL_PARTNER,NOT_APPLICABLE,KG,100,65,220.92,24.63,23278.74,27738.95,17619.78,43358.61,48581.88,24970.74,49.91,185,241,6,2.41,1.85,103.07,20.17,4454.41,9087.0,0
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-04,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,BUNDLE,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,KG,100,340,15.32,57.79,63733.22,90673.25,36523.19,28408.37,0.0,13804.07,7.45,173,152,1,1.52,1.73,140.55,0.0,587.85,2259.52,1
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-01,SYNTHETIC_GENERATED,BAKERY,CAKE,LOCAL_DISCOUNT,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,TRAY,31,109,683.69,44.51,15244.4,18851.23,7308.62,9596.06,0.0,4386.56,541.85,15,68,1,2.1935,0.4839,136.41,0.0,1360.32,9133.72,0
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-02,SYNTHETIC_GENERATED,BAKERY,CAKE,BRANCH_TRANSFER,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,BRANCH,NOT_APPLICABLE,TRAY,31,154,201.76,115.78,12924.32,20348.05,17894.08,38789.55,19724.57,19296.23,51.08,33,15,7,0.4839,1.0645,63.56,17.58,4183.87,2138.62,1
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-03,SYNTHETIC_GENERATED,BAKERY,CAKE,RETURN_TO_SUPPLIER,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,SUPPLIER,NOT_APPLICABLE,TRAY,31,323,152.93,62.75,2335.85,3503.31,3490.0,18577.16,56283.61,4720.91,117.77,18,75,2,2.4194,0.5806,32.84,16.11,2079.74,4799.38,1
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-04,SYNTHETIC_GENERATED,BAKERY,CAKE,PROMOTIONAL_BONUS,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,TRAY,31,50,298.88,20.76,69221.52,107265.67,85683.82,36490.76,0.0,18864.33,262.21,92,20,1,0.6452,2.9677,16.43,0.0,2367.75,2013.62,1
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-05,SYNTHETIC_GENERATED,BAKERY,CAKE,BUNDLE,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,TRAY,31,90,573.98,81.78,16459.27,23449.52,12618.19,13706.72,0.0,6368.21,437.81,65,36,1,1.1613,2.0968,22.69,0.0,4721.8,4026.46,1
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-06,SYNTHETIC_GENERATED,BAKERY,CAKE,INTERNAL_USE,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,TRAY,31,231,29.14,20.27,19525.78,33051.29,0.0,10546.72,0.0,22934.89,17.88,46,49,1,1.5806,1.4839,142.97,0.0,4249.48,2284.33,0
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-07,SYNTHETIC_GENERATED,BAKERY,CAKE,EXTERNAL_PARTNER,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,EXTERNAL_PARTNER,NOT_APPLICABLE,TRAY,31,286,447.14,91.44,5941.81,10143.86,5566.95,43833.91,33650.48,13186.44,54.93,24,76,4,2.4516,0.7742,125.12,29.27,4111.5,7496.04,1
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-08,SYNTHETIC_GENERATED,BAKERY,CAKE,WHOLESALE,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,RULE_TRIGGERED,WHOLESALE_BUYER,NOT_APPLICABLE,TRAY,31,343,364.06,61.13,24452.68,28915.29,14599.33,36826.16,19257.65,16949.3,201.72,82,46,26,1.4839,2.6452,87.88,36.57,983.22,7954.37,1
